customer_id,age,gender,region,annual_income,tenure_months,purchase_frequency_per_month,avg_basket_value,total_spend_12m,recency_days,online_purchase_ratio,returns_rate,loyalty_member,email_open_rate,preferred_category,satisfaction_score
CUST10233,22,Male,East,28079.57,39,6.7,46.3,3376.16,14,0.869,0.132,0,0.765,Home & Kitchen,9.07
CUST10234,37,Male,Central,28027.52,50,1.91,22.58,556.01,33,0.55,0.061,0,0.428,Apparel,8.35
CUST10235,25,Female,West,63195.53,30,2.95,231.64,8481.96,49,0.245,0.084,0,0.0,Electronics,6.49
CUST10236,37,Male,Central,84021.79,51,12.94,141.01,20332.61,8,0.415,0.049,1,0.415,Home & Kitchen,7.19
CUST10237,31,Female,South,34476.7,51,2.69,24.36,828.91,8,0.371,0.063,0,0.314,Electronics,6.32
CUST10238,49,Female,Central,57666.72,46,1.94,255.95,6074.85,26,0.295,0.039,0,0.373,Beauty,7.85
CUST10239,42,Female,West,30068.52,32,2.23,17.45,423.12,60,0.445,0.0,0,0.296,Groceries,6.13
CUST10240,27,Male,West,65539.86,21,5.24,57.31,3418.37,6,0.478,0.066,1,0.385,Apparel,7.44
CUST10241,41,Female,West,59372.31,60,2.53,53.81,1695.81,25,0.416,0.0,1,0.331,Groceries,4.53
CUST10242,26,Male,North,60638.63,4,5.37,73.63,4323.2,15,0.34,0.032,0,0.251,Apparel,5.35
CUST10243,42,Female,East,99173.16,59,11.87,112.79,14750.57,15,0.244,0.041,1,0.337,Electronics,5.61
CUST10244,34,Non-binary,East,28187.46,32,4.18,24.0,1026.99,78,0.248,0.0,0,0.332,Apparel,7.62
CUST10245,48,Non-binary,West,55470.72,42,1.68,60.77,1148.38,46,0.545,0.056,1,0.583,Groceries,9.13
CUST10246,24,Female,South,31277.69,18,7.98,41.74,4563.34,16,0.802,0.064,0,0.5,Groceries,5.1
CUST10247,38,Male,Central,41865.11,28,4.24,57.92,2733.31,1,0.425,0.028,1,0.457,Electronics,10.0
CUST10248,36,Female,North,55718.64,39,4.04,47.04,2016.74,24,0.609,0.0,0,0.691,Sports & Outdoors,7.89
CUST10249,35,Female,North,62345.98,1,5.38,73.29,5382.97,25,0.584,0.041,1,0.228,Apparel,8.6
CUST10250,57,Male,South,101065.87,62,6.38,64.77,4802.86,3,0.817,0.048,1,0.716,Beauty,7.15
CUST10251,45,Female,East,105050.06,1,13.64,123.14,18156.98,9,0.189,0.102,0,0.356,Beauty,8.61
CUST10252,35,Female,West,48988.52,19,4.84,58.37,3602.43,27,0.185,0.115,1,0.233,Electronics,8.59
CUST10253,57,Male,North,95817.4,24,9.56,124.0,16046.88,12,0.621,0.0,0,0.339,Apparel,7.15
CUST10254,40,Female,West,30249.45,9,2.44,20.96,657.34,50,0.051,0.106,1,0.295,Apparel,7.05
CUST10255,24,Male,Central,39506.26,21,9.04,46.15,4261.73,29,0.885,0.127,0,0.554,Electronics,4.25
CUST10256,30,Female,Central,61832.6,19,4.32,91.69,4923.88,19,0.449,0.004,1,0.377,Apparel,7.17
CUST10257,36,Male,South,68433.9,5,0.8,83.69,783.71,107,0.102,0.019,1,0.167,Apparel,8.54
CUST10258,23,Male,North,37034.62,19,8.44,28.85,2875.05,5,0.954,0.105,0,0.688,Beauty,5.8
CUST10259,23,Female,West,20210.25,61,2.63,7.75,240.54,28,0.432,0.079,1,0.158,Sports & Outdoors,7.22
CUST10260,36,Male,South,55323.07,41,1.03,203.52,2718.23,56,0.298,0.089,1,0.545,Home & Kitchen,8.27
CUST10261,33,Male,Central,55324.07,10,3.63,74.02,3405.66,4,0.418,0.067,0,0.07,Electronics,9.75
CUST10262,37,Male,Central,28506.16,46,1.12,24.43,292.44,19,0.434,0.054,0,0.5,Home & Kitchen,3.68
CUST10263,23,Male,East,26830.62,21,8.92,42.28,4317.2,25,0.961,0.0,1,0.629,Groceries,7.26
CUST10264,36,Male,North,63468.82,17,4.35,63.07,3220.26,31,0.631,0.057,1,0.519,Apparel,8.56
CUST10265,57,Male,South,64249.12,27,2.2,253.69,7037.52,43,0.415,0.037,1,0.424,Groceries,8.34
CUST10266,44,Female,North,45305.65,40,2.02,115.28,2448.89,68,0.427,0.0,0,0.237,Electronics,7.9
CUST10267,51,Female,South,59100.13,43,1.42,269.58,4715.05,107,0.0,0.13,0,0.141,Apparel,7.87
CUST10268,53,Female,North,102518.25,53,9.27,153.56,18120.78,9,0.807,0.087,0,0.473,Beauty,8.15
CUST10269,51,Female,North,83597.06,23,7.25,163.85,16052.91,5,0.577,0.059,0,0.372,Groceries,6.55
CUST10270,47,Male,Central,50400.86,39,5.65,69.75,4295.45,23,0.688,0.042,0,0.58,Apparel,5.85
CUST10271,39,Female,West,58803.07,54,3.29,59.37,2094.03,18,0.459,0.042,1,0.266,Electronics,8.52
CUST10272,32,Female,North,50057.93,37,4.08,53.86,2354.83,16,0.397,0.0,1,0.261,Electronics,
CUST10273,44,Female,North,48624.12,11,4.78,64.54,3634.16,22,0.615,0.157,1,0.54,Apparel,8.23
CUST10274,22,Female,North,28957.73,13,8.06,35.22,3814.21,2,0.955,0.055,0,0.709,Electronics,7.52
CUST10275,21,Female,East,30409.39,22,6.44,46.17,4081.58,12,0.936,0.076,0,0.505,Electronics,6.25
CUST10276,42,Female,Central,55824.78,39,1.66,161.25,2862.43,89,0.0,0.074,1,0.489,Groceries,8.83
CUST10277,47,Female,East,85896.69,18,2.52,265.13,7669.58,61,0.088,0.07,0,0.325,Groceries,7.48
CUST10278,60,Female,South,64304.42,36,2.21,261.8,5972.97,85,0.219,0.008,0,0.307,Apparel,5.4
CUST10279,67,Male,West,60314.39,29,1.84,191.42,4500.89,109,0.0,0.055,0,0.167,Groceries,8.26
CUST10280,30,Female,South,35195.66,30,4.67,57.08,2769.52,43,0.592,0.036,0,0.488,Home & Kitchen,9.67
CUST10281,62,Female,South,87966.83,35,8.42,232.34,22306.06,7,0.275,0.051,0,0.715,Home & Kitchen,8.01
CUST10282,44,Female,West,108710.43,24,7.58,108.06,10881.59,7,0.421,0.056,1,0.638,Home & Kitchen,8.87
CUST10283,23,Female,West,36389.61,8,3.43,22.39,1056.95,65,0.585,0.021,0,0.61,Apparel,8.79
CUST10284,20,Female,West,35567.95,35,3.89,60.98,3186.36,9,0.956,0.016,0,0.575,Home & Kitchen,7.54
CUST10285,37,Male,Central,35285.93,32,3.07,14.67,552.04,35,0.465,0.001,0,0.445,Sports & Outdoors,7.17
CUST10286,25,Female,North,36806.04,36,6.57,53.01,3814.09,16,0.952,0.036,0,0.608,Groceries,8.98
CUST10287,24,Female,North,31919.74,41,6.95,67.01,5622.84,14,0.76,0.08,0,0.44,Apparel,8.18
CUST10288,50,Female,West,88335.94,51,9.98,116.87,12877.41,9,0.388,0.031,0,0.533,Groceries,6.25
CUST10289,20,Female,East,40245.93,30,3.63,41.21,1966.58,20,0.93,0.011,0,0.676,Home & Kitchen,7.49
CUST10290,29,Male,South,38649.6,42,1.93,24.45,605.3,46,0.251,0.067,0,0.406,Home & Kitchen,8.26
CUST10291,26,Female,East,28876.43,68,0.61,15.69,109.54,43,0.33,0.152,0,0.384,Apparel,7.5
CUST10292,31,Male,East,61523.3,41,6.36,62.45,4123.1,34,0.213,0.02,0,0.41,Apparel,7.14
CUST10293,44,Female,East,71086.95,48,10.7,133.04,19589.98,1,0.616,0.124,1,0.428,Electronics,7.8
CUST10294,38,Male,East,35718.43,54,0.59,18.56,132.66,35,0.236,0.027,1,0.474,Beauty,7.75
CUST10295,25,Male,East,37794.63,28,4.92,50.11,3394.45,9,0.872,0.041,1,0.416,Groceries,8.49
CUST10296,41,Male,East,74233.26,5,1.61,226.12,4345.52,43,0.126,0.024,0,0.258,Groceries,7.61
CUST10297,35,Female,South,37907.33,25,3.72,12.49,513.76,35,0.958,0.016,1,0.48,Apparel,7.66
CUST10298,38,Male,North,73539.97,1,1.88,239.79,5893.51,23,0.274,0.051,0,0.432,Apparel,8.16
CUST10299,30,Male,North,34267.3,13,1.12,9.3,120.31,52,0.283,0.09,1,0.251,Sports & Outdoors,8.09
CUST10300,40,Male,Central,32947.85,54,1.23,19.27,315.21,66,0.294,0.125,0,0.638,Groceries,7.49
CUST10301,26,Female,East,45939.02,29,5.85,32.14,2289.75,7,0.749,0.048,0,0.67,Apparel,7.92
CUST10302,23,Male,Central,25720.08,52,5.23,58.21,4158.8,21,0.974,0.051,0,0.802,Groceries,9.26
CUST10303,68,Male,North,73480.56,38,1.16,250.19,3426.75,106,0.28,0.057,1,0.462,Apparel,7.68
CUST10304,62,Male,West,49839.76,34,1.16,296.95,4125.31,76,0.224,0.0,1,0.552,Groceries,6.0
CUST10305,29,Male,North,66396.38,34,3.09,59.89,2356.72,2,0.592,0.032,1,0.458,Home & Kitchen,6.98
CUST10306,20,Male,East,16359.05,17,6.63,71.74,5172.81,1,0.856,0.086,0,0.409,Beauty,6.25
CUST10307,49,Male,West,103302.82,24,8.4,176.04,17464.63,2,0.733,0.135,0,0.484,Apparel,7.73
CUST10308,47,Male,Central,44009.08,53,3.39,135.93,5808.46,44,0.184,0.061,0,0.465,Sports & Outdoors,7.96
CUST10309,50,Male,East,78526.28,25,10.98,150.3,20688.63,8,0.899,0.12,0,0.425,Home & Kitchen,7.57
CUST10310,21,Female,South,20843.55,24,6.86,57.47,4467.06,10,0.879,0.097,0,0.705,Apparel,6.74
CUST10311,36,Male,West,34265.79,22,3.33,21.92,897.23,56,0.301,0.016,1,0.282,Groceries,9.71
CUST10312,35,Female,East,32604.75,12,2.54,24.22,655.84,51,0.572,0.067,0,0.615,Sports & Outdoors,10.0
CUST10313,48,Male,South,56825.38,21,5.32,65.01,3956.6,30,0.319,0.055,1,0.443,Apparel,7.99
CUST10314,34,Male,Central,64700.37,66,3.34,82.95,3579.52,41,0.464,0.092,0,0.684,Groceries,7.54
CUST10315,49,Male,North,46936.41,1,1.71,241.16,4805.18,125,0.162,0.101,0,0.31,Apparel,7.11
CUST10316,24,Male,Central,35618.74,54,6.97,18.92,1445.22,4,0.719,0.096,0,0.627,Home & Kitchen,8.88
CUST10317,36,Male,North,34687.18,22,2.16,19.14,470.47,64,0.294,0.045,0,0.28,Beauty,7.36
CUST10318,18,Female,East,36180.55,44,2.91,18.1,678.8,66,0.532,0.017,0,0.178,Apparel,7.27
CUST10319,51,Female,West,88567.32,38,13.23,191.37,26879.69,16,0.367,0.036,0,0.594,Home & Kitchen,6.45
CUST10320,24,Female,East,38543.45,1,7.33,42.09,3526.01,28,0.854,0.064,0,0.408,Apparel,6.3
CUST10321,62,Female,East,62946.57,32,1.21,265.54,3886.31,65,0.173,0.099,0,0.526,Home & Kitchen,6.6
CUST10322,42,Male,East,76791.19,67,1.94,163.63,3908.46,79,0.187,0.079,0,0.261,Home & Kitchen,6.09
CUST10323,58,Male,Central,98048.75,16,10.11,123.44,13349.8,10,0.917,0.143,0,0.907,Apparel,7.54
CUST10324,37,Male,West,46575.67,19,5.48,81.78,6016.67,36,0.498,0.0,0,0.572,Electronics,8.01
CUST10325,32,Female,North,39364.86,50,2.24,363.46,9454.75,88,0.501,0.034,0,0.381,Sports & Outdoors,7.15
CUST10326,22,Male,South,30181.01,36,4.79,56.01,3246.0,14,0.947,0.0,0,0.661,Apparel,7.05
CUST10327,30,Female,North,56237.55,1,1.07,248.74,2995.9,92,0.335,0.028,0,0.27,Beauty,9.04
CUST10328,30,Male,East,42110.19,31,3.01,31.23,1181.64,22,0.833,0.098,0,0.519,Beauty,6.83
CUST10329,34,Male,Central,109588.95,30,15.06,110.81,22179.44,14,0.623,0.043,1,0.316,Beauty,7.54
CUST10330,46,Non-binary,West,77625.03,1,8.82,179.61,16653.02,1,0.411,0.087,1,0.607,Home & Kitchen,7.52
CUST10331,51,Female,West,58272.08,46,1.34,219.12,3653.57,76,0.318,0.196,0,0.41,Groceries,4.7
CUST10332,20,Female,North,28631.97,1,2.17,28.05,780.81,39,0.02,0.062,0,0.331,Groceries,8.71
CUST10333,36,Female,East,28001.4,40,1.62,12.85,272.13,82,0.524,0.0,0,0.265,Electronics,7.81
CUST10334,33,Male,Central,40650.83,38,2.14,14.97,437.87,41,0.628,0.061,0,0.41,Apparel,7.96
CUST10335,40,Male,North,29278.17,14,0.93,12.0,140.08,41,0.437,0.048,0,0.689,Beauty,9.29
CUST10336,46,Non-binary,East,50249.97,1,4.6,34.64,2021.57,37,0.456,0.001,0,0.44,Groceries,6.32
CUST10337,42,Male,North,70951.13,35,1.84,161.25,4057.51,49,0.014,0.0,0,0.335,Apparel,6.63
CUST10338,18,Female,South,37184.5,28,9.77,43.01,5284.02,12,0.77,0.121,0,0.72,Groceries,7.03
CUST10339,35,Male,West,30573.08,53,0.77,34.61,343.31,61,0.413,0.092,0,0.552,Apparel,6.46
CUST10340,21,Female,West,29413.51,42,5.17,28.11,1507.41,13,0.927,0.053,0,0.878,Electronics,8.71
CUST10341,27,Male,Central,29313.18,28,6.77,58.52,4110.19,2,0.854,0.028,0,0.762,Apparel,6.66
CUST10342,39,Male,North,29863.48,28,2.95,13.44,531.92,51,0.32,0.015,0,0.148,Apparel,6.63
CUST10343,23,Female,East,47278.61,63,7.22,49.35,4726.14,9,0.961,0.11,0,0.528,Apparel,5.84
CUST10344,46,Male,East,70123.68,25,7.79,169.46,17879.98,2,0.044,0.053,0,0.409,Apparel,7.65
CUST10345,37,Female,Central,92246.98,9,2.81,150.05,4327.75,27,0.076,0.1,1,0.555,Electronics,8.65
CUST10346,47,Male,North,58329.86,19,2.03,307.09,8575.5,88,0.445,0.06,0,0.5,Apparel,6.22
CUST10347,42,Female,North,31163.33,48,3.1,8.71,352.92,37,0.351,0.094,1,0.594,Apparel,7.48
CUST10348,34,Female,North,94527.31,49,7.44,166.14,13189.11,8,0.688,0.095,0,0.506,Electronics,6.58
CUST10349,47,Female,South,68379.36,31,1.39,119.3,2008.47,19,0.195,0.038,0,0.603,Home & Kitchen,7.25
CUST10350,28,Male,North,40878.11,59,3.11,55.3,2325.06,15,0.817,0.029,0,0.557,Sports & Outdoors,5.75
CUST10351,40,Female,East,51172.69,6,6.45,69.23,5765.75,15,0.524,0.056,0,0.653,Groceries,10.0
CUST10352,53,Female,Central,82287.17,32,1.23,232.01,3692.32,52,0.38,0.075,0,0.727,Groceries,6.07
CUST10353,31,Male,West,35257.24,58,2.57,25.91,779.24,6,0.29,0.088,0,0.548,Electronics,8.45
CUST10354,37,Female,South,30385.04,19,1.99,24.37,563.12,34,0.519,0.163,0,0.432,Home & Kitchen,4.63
CUST10355,50,Male,North,32175.61,38,2.63,334.2,10663.05,113,0.0,0.037,1,0.278,Electronics,8.5
CUST10356,29,Male,North,23035.77,31,3.76,15.01,605.0,19,0.325,0.0,0,0.654,Sports & Outdoors,8.13
CUST10357,23,Female,South,41843.58,70,7.0,45.65,3651.94,16,0.808,0.134,0,0.633,Apparel,6.69
CUST10358,52,Non-binary,Central,63260.29,52,8.09,42.03,4607.18,18,0.359,0.049,0,0.189,Sports & Outdoors,6.61
CUST10359,18,Female,West,34670.81,5,7.13,29.49,2876.72,9,0.609,0.005,0,0.474,Groceries,7.03
CUST10360,40,Male,East,97614.39,35,12.26,143.86,21462.97,8,0.675,0.055,1,0.667,Groceries,9.97
CUST10361,66,Female,Central,47660.44,20,1.66,147.46,3198.09,92,0.2,0.103,1,0.365,Apparel,8.31
CUST10362,24,Female,North,41110.6,3,5.29,33.69,1950.6,9,0.9,0.143,0,0.692,Apparel,8.54
CUST10363,24,Female,Central,27576.07,35,5.06,60.5,3865.78,3,0.829,0.014,0,0.85,Electronics,8.4
CUST10364,42,Male,South,48506.35,51,4.88,65.71,3828.13,20,0.773,0.067,1,0.937,Electronics,7.52
CUST10365,26,Male,South,98230.21,6,4.72,117.01,6998.14,4,0.448,0.024,0,0.664,Groceries,7.44
CUST10366,32,Female,West,52202.85,35,6.92,52.97,4068.16,3,0.544,0.093,1,0.564,Apparel,9.84
CUST10367,27,Female,Central,90994.67,34,3.8,66.24,2845.92,23,0.373,0.0,0,0.35,Electronics,8.4
CUST10368,38,Male,North,25503.29,12,2.68,11.08,322.25,79,0.38,0.095,0,0.471,Home & Kitchen,7.64
CUST10369,28,Female,East,29680.75,52,1.86,19.25,438.11,52,0.213,0.011,0,0.241,Home & Kitchen,7.85
CUST10370,33,Female,North,44227.15,49,2.22,14.79,434.48,51,0.512,0.068,0,0.292,Apparel,8.52
CUST10371,47,Female,Central,36224.45,12,2.28,18.12,552.03,37,0.382,0.102,0,0.28,Apparel,7.82
CUST10372,39,Female,South,25405.73,1,3.75,18.97,881.41,57,0.362,0.017,0,0.586,Apparel,7.93
CUST10373,41,Female,Central,84228.04,43,2.44,286.29,8183.79,95,0.383,0.036,0,0.581,Electronics,6.93
CUST10374,29,Female,Central,38995.5,17,0.83,9.03,99.23,47,0.354,0.1,0,0.388,Beauty,7.92
CUST10375,31,Female,South,91095.53,16,17.1,171.33,37485.01,11,0.709,0.076,1,0.496,Home & Kitchen,7.32
CUST10376,31,Male,West,38396.1,47,7.5,66.22,6324.38,15,0.708,0.119,1,0.316,Groceries,6.98
CUST10377,37,Female,East,29636.08,45,3.04,19.84,684.16,25,0.428,0.069,0,0.499,Apparel,5.89
CUST10378,43,Female,Central,51630.98,18,4.37,92.14,5167.83,26,0.444,0.074,1,0.277,Electronics,9.55
CUST10379,44,Female,North,124860.93,20,4.91,173.88,8783.45,7,0.492,0.068,1,0.342,Apparel,5.51
CUST10380,22,Male,North,32416.02,47,3.36,7.83,313.77,61,0.473,0.121,0,0.458,Groceries,6.64
CUST10381,48,Female,North,68492.29,20,2.33,240.8,7699.59,118,0.18,0.012,0,0.466,Home & Kitchen,7.49
CUST10382,75,Male,North,77052.17,9,1.16,207.64,3195.53,97,0.374,0.005,1,0.361,Beauty,8.63
CUST10383,48,Female,West,53672.65,31,4.13,78.71,4126.47,18,0.544,0.035,0,0.41,Electronics,7.38
CUST10384,57,Male,West,43578.1,8,1.24,235.97,3111.78,59,0.274,0.043,0,0.635,Home & Kitchen,6.61
CUST10385,36,Female,South,59508.25,40,5.59,63.63,3834.73,33,0.913,0.141,0,0.615,Sports & Outdoors,6.68
CUST10386,50,Female,Central,81918.65,26,11.6,95.72,12315.75,10,0.375,0.008,0,0.495,Groceries,7.06
CUST10387,46,Female,East,27331.43,35,3.67,26.99,1190.55,28,0.132,0.033,0,0.219,Apparel,6.03
CUST10388,66,Female,Central,78533.11,5,2.31,203.7,5291.86,32,0.383,0.105,0,0.415,Beauty,8.6
CUST10389,34,Female,North,40670.51,17,6.18,85.57,5595.79,19,0.408,0.043,0,0.356,Electronics,8.14
CUST10390,34,Male,West,78814.45,19,1.71,58.63,1251.97,46,0.687,0.07,0,0.774,Home & Kitchen,7.7
CUST10391,23,Male,East,41945.71,36,4.23,46.99,2141.59,8,0.718,0.047,0,0.754,Apparel,8.41
CUST10392,37,Male,South,93170.55,11,12.29,134.93,16994.78,13,0.627,0.059,1,0.635,Apparel,8.63
CUST10393,27,Female,South,90115.55,30,2.36,230.22,6323.19,26,0.145,0.047,0,0.301,Sports & Outdoors,5.82
CUST10394,67,Female,North,128614.32,28,6.09,195.37,14501.99,6,0.576,0.027,0,0.401,Apparel,5.85
CUST10395,50,Female,East,55168.25,1,3.9,18.08,943.49,30,0.619,0.057,0,0.377,Groceries,6.28
CUST10396,27,Female,West,44764.48,47,5.25,88.86,6054.21,19,0.745,0.14,1,0.851,Electronics,7.09
CUST10397,19,Female,Central,27807.04,34,4.38,49.12,2443.95,5,0.874,0.036,0,0.553,Electronics,6.76
CUST10398,45,Male,South,34920.58,55,2.77,129.29,4859.33,44,0.2,0.099,0,0.27,Groceries,7.37
CUST10399,59,Female,Central,56382.13,26,0.72,243.63,1792.34,101,0.491,0.043,1,0.411,Apparel,8.68
CUST10400,26,Female,South,35845.76,42,3.17,11.87,444.68,38,0.132,0.093,0,0.407,Apparel,8.41
CUST10401,42,Male,South,55693.68,13,2.71,83.15,2576.56,37,0.344,0.114,0,0.372,Electronics,6.11
CUST10402,23,Male,West,38258.98,49,5.63,63.18,4234.12,2,0.911,0.096,0,0.717,Home & Kitchen,7.09
CUST10403,27,Female,North,77582.66,36,3.45,82.44,3772.77,6,0.713,0.074,0,0.635,Home & Kitchen,6.56
CUST10404,40,Male,East,127536.63,1,9.75,119.83,12901.88,12,0.675,0.008,1,0.816,Apparel,8.96
CUST10405,33,Female,West,60639.17,8,3.82,63.43,2956.99,20,0.526,0.013,0,0.572,Sports & Outdoors,7.53
CUST10406,42,Non-binary,North,91618.53,36,11.8,184.6,26387.22,7,0.77,0.063,0,0.84,Groceries,5.58
CUST10407,23,Female,Central,34632.01,12,4.2,17.78,837.5,44,0.585,0.146,0,0.375,Home & Kitchen,6.43
CUST10408,37,Female,South,53861.11,10,4.1,60.94,3262.75,57,0.621,0.192,1,0.627,Beauty,5.58
CUST10409,19,Female,East,22832.25,48,2.56,14.86,437.85,32,0.402,0.025,0,0.264,Groceries,8.14
CUST10410,50,Male,South,79509.74,1,5.46,81.61,5125.3,6,0.347,0.042,1,0.31,Electronics,10.0
CUST10411,32,Female,Central,47750.67,4,5.37,74.68,4573.36,20,0.608,0.066,1,0.376,Apparel,8.24
CUST10412,43,Female,West,38181.2,19,5.35,67.49,3762.26,43,0.33,0.041,1,0.35,Groceries,7.46
CUST10413,20,Female,North,50360.65,11,6.64,35.05,2859.05,8,0.783,0.036,0,0.469,Electronics,9.19
CUST10414,41,Male,West,63086.35,23,0.68,187.64,1604.77,110,0.059,0.145,0,0.276,Apparel,7.19
CUST10415,18,Female,East,54079.37,40,5.17,54.05,2871.16,12,0.871,0.025,0,0.757,Beauty,5.53
CUST10416,46,Male,West,82333.21,23,13.23,145.05,21893.74,1,0.618,0.056,0,0.43,Beauty,8.3
CUST10417,47,Female,South,106987.81,30,8.69,172.59,19815.24,15,0.486,0.015,0,0.455,Apparel,7.62
CUST10418,60,Male,East,52784.38,1,1.43,180.49,2883.59,47,0.0,0.12,1,0.067,Apparel,9.52
CUST10419,56,Female,West,37515.19,46,1.15,250.93,3053.19,111,0.403,0.066,1,0.267,Home & Kitchen,7.56
CUST10420,49,Female,North,78608.47,27,2.83,198.39,7690.56,81,0.443,0.0,0,0.754,Groceries,6.94
CUST10421,69,Male,East,67057.2,22,1.48,270.89,4093.65,72,0.397,0.111,0,0.566,Sports & Outdoors,8.76
CUST10422,32,Male,West,24933.43,20,3.97,14.27,695.01,8,0.549,0.03,0,0.271,Beauty,7.48
CUST10423,28,Male,Central,47221.5,45,5.48,17.38,1096.8,1,0.952,0.029,0,0.612,Apparel,7.62
CUST10424,34,Female,West,22265.21,57,1.59,5.22,88.99,23,0.329,0.081,0,0.275,Electronics,6.36
CUST10425,27,Male,North,28370.67,46,0.59,43.58,269.12,7,0.745,0.12,0,0.533,Apparel,6.36
CUST10426,28,Female,Central,39806.29,20,6.51,39.83,3529.59,6,0.884,0.151,1,0.375,Sports & Outdoors,9.39
CUST10427,35,Male,Central,59846.91,21,3.97,41.4,1778.78,2,0.528,0.0,0,0.383,Beauty,7.8
CUST10428,54,Female,West,108984.86,24,9.08,108.6,11716.44,4,0.44,0.073,0,0.434,Electronics,7.45
CUST10429,51,Female,West,38362.03,24,2.71,21.32,792.06,65,0.451,0.018,0,0.417,Groceries,8.65
CUST10430,33,Male,Central,36797.67,51,2.34,25.11,603.35,21,0.312,0.0,0,0.496,Beauty,8.78
CUST10431,32,Male,West,42506.95,48,1.0,225.1,2409.23,58,0.124,0.087,0,0.082,Groceries,8.42
CUST10432,48,Female,West,73606.73,44,1.81,219.47,4662.3,34,0.112,0.0,0,0.488,Apparel,8.28
CUST10433,33,Female,East,37518.49,41,1.79,8.96,167.31,14,0.231,0.039,0,0.296,Electronics,6.15
CUST10434,28,Male,South,30098.86,15,2.87,15.08,556.41,48,0.563,0.038,0,0.282,Electronics,5.34
CUST10435,49,Male,Central,68502.87,45,0.25,139.91,405.63,42,0.373,0.076,0,0.592,Electronics,7.28
CUST10436,23,Female,Central,27146.59,37,1.33,5.0,87.43,52,0.311,0.062,0,0.394,Groceries,8.12
CUST10437,49,Female,West,32547.7,1,4.24,123.67,6576.33,30,0.469,0.141,0,0.441,Electronics,7.76
CUST10438,32,Female,West,70677.94,65,0.42,121.13,655.87,74,0.168,0.152,1,0.463,Sports & Outdoors,6.83
CUST10439,29,Female,Central,32302.72,44,2.5,10.25,353.51,23,0.394,0.05,0,0.38,Beauty,8.47
CUST10440,38,Male,West,46460.72,41,1.38,5.0,88.89,69,0.129,0.119,0,0.399,Apparel,8.15
CUST10441,46,Male,West,42504.44,42,5.73,66.78,4588.8,26,0.681,0.078,1,0.387,Apparel,8.62
CUST10442,60,Female,West,115212.06,30,10.57,99.97,14498.39,2,0.5,0.13,1,0.033,Electronics,6.37
CUST10443,40,Male,South,80970.03,27,10.93,109.19,16177.46,8,0.479,0.14,0,0.329,Groceries,7.83
CUST10444,33,Male,East,42114.76,18,3.8,98.07,4138.58,18,0.549,0.098,0,0.505,Sports & Outdoors,5.19
CUST10445,19,Female,South,68393.27,10,3.61,90.94,3931.89,37,0.307,0.188,0,0.431,Groceries,6.18
CUST10446,33,Female,West,72141.64,58,3.16,65.06,2285.24,12,0.503,0.053,1,0.408,Groceries,9.22
CUST10447,62,Female,Central,92463.52,22,0.76,262.15,2200.86,79,0.211,0.0,0,0.251,Apparel,8.0
CUST10448,30,Male,West,82967.81,78,6.5,78.6,6908.7,8,0.911,0.065,1,0.741,Apparel,8.08
CUST10449,35,Male,South,32740.83,26,1.75,29.66,551.48,35,0.345,0.158,0,0.421,Beauty,6.19
CUST10450,55,Male,East,76220.32,63,2.19,258.26,7061.67,61,0.324,0.037,0,0.357,Sports & Outdoors,7.17
CUST10451,22,Female,West,31954.51,29,3.49,36.67,1679.79,1,1.0,0.057,0,0.742,Apparel,8.62
CUST10452,19,Male,Central,34603.54,1,5.07,57.06,3115.27,12,1.0,0.076,0,0.596,Home & Kitchen,7.15
CUST10453,45,Female,North,75854.11,26,5.07,75.86,4712.64,51,0.091,0.123,1,0.343,Groceries,7.12
CUST10454,30,Male,North,37931.23,21,2.31,12.43,375.73,34,0.397,0.041,1,0.265,Groceries,9.6
CUST10455,27,Male,West,34274.95,30,6.92,22.16,1752.2,18,0.794,0.055,0,0.684,Beauty,7.81
CUST10456,38,Female,North,25140.32,5,2.89,18.79,636.05,58,0.44,0.067,0,0.577,Apparel,9.22
CUST10457,18,Male,North,43506.08,53,7.75,65.13,6154.67,21,0.773,0.13,1,0.392,Sports & Outdoors,9.39
CUST10458,50,Male,North,28308.62,48,3.11,29.25,943.91,29,0.386,0.0,1,0.54,Groceries,6.69
CUST10459,24,Male,East,30029.98,41,2.82,15.22,451.16,43,0.466,0.072,0,0.651,Apparel,9.28
CUST10460,33,Female,North,38524.72,1,2.68,6.41,218.77,66,0.048,0.014,0,0.289,Beauty,8.95
CUST10461,61,Male,North,89256.42,85,0.51,106.97,646.44,128,0.114,0.0,0,0.303,Electronics,8.06
CUST10462,56,Female,South,65485.12,40,1.09,272.87,3823.11,93,0.267,0.098,1,0.297,Sports & Outdoors,8.67
CUST10463,24,Female,Central,22355.1,19,6.61,33.76,3026.03,16,0.929,0.062,0,0.697,Groceries,8.11
CUST10464,35,Female,South,44695.94,32,2.95,105.8,4170.29,24,0.383,0.155,1,0.593,Groceries,5.27
CUST10465,39,Male,South,75252.74,18,8.28,41.48,3553.23,12,0.342,0.096,0,0.097,Beauty,8.77
CUST10466,31,Male,East,60323.55,64,9.79,159.85,19789.82,16,0.704,0.078,1,0.711,Home & Kitchen,8.24
CUST10467,25,Female,East,72001.35,1,6.76,71.54,5881.2,3,0.337,0.0,1,0.233,Home & Kitchen,7.99
